,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight
23287,204859,2019,24.2507,2,4,3,5,7,3,2,72.58
23288,204860,2019,21.2169,1,1,7,7,2,4,2,63.5
23289,204861,2019,29.8201,1,5,1,7,3,1,2,86.18
23290,204862,2019,20.0454,1,8,4,2,2,4,2,67.13
23291,204863,2019,25.0058,2,6,4,7,3,1,2,74.84
23292,204864,2019,28.6327,2,5,5,4,7,3,2,90.72
23293,204865,2019,26.6593,2,8,1,3,3,3,2,72.58
23294,204866,2019,37.3223,2,6,2,6,2,1,2,101.61
23295,204867,2019,21.1903,1,4,6,6,4,3,2,61.24
23296,204868,2019,19.6996,2,8,3,3,1,4,2,60.33
23297,204869,2019,18.9012,2,8,2,7,4,1,2,61.24
23298,204870,2019,21.3407,2,8,3,1,1,3,2,56.7
23299,204871,2019,16.8757,2,5,4,1,3,3,2,47.63
23300,204872,2019,30.5343,2,5,1,6,2,4,2,86.18
23301,204873,2019,29.5533,1,8,1,6,2,3,2,88.45
23302,204874,2019,25.7157,1,6,1,7,1,4,2,72.58
23303,204875,2019,19.4704,1,7,1,3,1,3,2,61.69
23304,204878,2019,20.4048,2,1,4,5,4,4,2,58.97
23305,204879,2019,21.6728,2,3,1,3,2,3,2,72.58
23306,204881,2019,20.8611,2,8,2,3,1,3,2,67.59
23307,204883,2019,19.1488,1,8,4,6,3,3,2,55.34
23308,204885,2019,22.0789,1,8,3,6,2,3,2,73.94
23309,204886,2019,31.6963,1,5,4,7,3,1,2,97.07
23310,204888,2019,25.059,1,8,3,2,1,1,2,83.92
23311,204889,2019,19.3233,2,8,2,4,1,1,2,47.63
23312,204891,2019,22.7338,2,4,1,3,1,1,2,68.04
23313,204892,2019,27.0895,1,8,2,1,2,3,2,90.72
23314,204893,2019,20.995,2,6,4,2,2,1,2,70.31
23315,204895,2019,23.7994,2,8,3,7,3,2,2,77.11
23316,204896,2019,25.0058,2,8,1,4,1,1,2,74.84
23317,204897,2019,24.7051,2,8,2,5,2,1,2,73.94
23318,204898,2019,22.2872,2,4,2,5,1,4,2,64.41
23319,204899,2019,19.9343,1,8,2,4,2,3,2,57.61
23320,204900,2019,23.6152,2,8,1,7,2,1,2,90.72
23321,204901,2019,18.7539,2,8,2,3,2,4,2,59.42
23322,204902,2019,27.3176,1,6,3,1,3,3,2,72.58
23323,204903,2019,21.6832,2,8,1,7,2,3,2,57.61
23324,204904,2019,17.1875,2,1,2,7,3,1,2,44
23325,204905,2019,20.4414,2,8,4,6,2,1,2,66.23
23326,204906,2019,22.2593,1,6,1,5,1,1,2,72.12
23327,204907,2019,25.6946,1,8,2,2,1,1,2,95.71
23328,204908,2019,23.1882,1,6,2,5,1,3,2,69.4
23329,204909,2019,17.5,1,2,3,4,2,1,2,56.7
23330,204910,2019,28.4452,2,6,2,2,2,3,2,95.26
23331,204913,2019,19.1589,2,3,2,7,3,3,2,52.16
23332,204914,2019,33.9031,2,8,3,3,2,3,2,97.98
23333,204916,2019,20.77,2,4,6,6,7,3,2,49.9
23334,204918,2019,20.7581,2,8,1,7,7,3,2,65.77
23335,204920,2019,30.7474,1,6,2,4,2,3,2,102.97
23336,204921,2019,33.3575,1,4,2,1,5,3,2,105.69
23337,204922,2019,19.1256,1,8,1,5,3,1,2,53.98
23338,204923,2019,24.3811,2,3,1,5,4,1,2,81.65
23339,204925,2019,27.1998,2,7,1,5,1,1,2,86.18
23340,204926,2019,22.7338,2,6,1,7,3,1,2,68.04
23341,204927,2019,32.5845,1,5,5,4,2,3,2,99.79
23342,204928,2019,20.7191,2,7,4,4,3,2,2,67.13
23343,204929,2019,14.9004,2,6,2,3,1,1,2,49.9
23344,204930,2019,23.5664,2,6,6,5,1,3,2,60.33
23345,204931,2019,23.8568,2,7,2,5,1,1,2,81.65
23346,204932,2019,31.5297,2,1,1,7,1,1,2,75.75
23347,204933,2019,30.4757,1,8,2,2,3,1,2,102.06
23348,204936,2019,16.9906,1,8,5,2,3,1,2,40.82
23349,204937,2019,21.817,1,5,1,4,1,1,2,77.11
23350,204938,2019,21.7618,1,1,7,7,3,1,2,68.95
23351,204939,2019,21.0859,1,8,3,3,2,4,2,53.98
23352,204940,2019,16.3938,2,4,1,7,2,1,2,46.27
23353,204942,2019,24.7347,2,5,4,5,1,1,2,75.75
23354,204943,2019,24.3372,2,8,4,4,2,1,2,77.11
23355,204944,2019,17.179,2,4,2,5,2,2,2,54.43
23356,204945,2019,18.2188,2,8,2,1,3,1,2,65.77
23357,204947,2019,22.4012,1,1,3,3,2,1,2,72.58
23358,204948,2019,20.7581,2,8,1,7,3,1,2,65.77
23359,204949,2019,19.321,1,8,2,4,2,1,2,62.6
23360,204950,2019,27.4414,1,6,5,7,3,1,2,88.91
23361,204954,2019,20.4618,1,8,2,6,2,1,2,61.24
23362,204957,2019,19.9967,2,4,2,6,2,1,2,61.24
23363,204960,2019,25.7701,1,6,4,3,2,1,2,81.65
23364,204961,2019,22.494,1,8,3,3,2,1,2,61.24
23365,204964,2019,42.2139,1,4,1,7,7,4,2,129.28
23366,204965,2019,19.3992,2,4,1,6,2,1,2,58.06
23367,204966,2019,19.4828,1,6,4,4,1,1,2,66.68
23368,204967,2019,20.4709,1,1,3,2,2,2,2,64.86
23369,204968,2019,19.7751,2,1,2,1,3,1,2,57.15
23370,204969,2019,20.0893,2,1,3,7,3,2,2,56.7
23371,204971,2019,35.3564,1,1,3,2,2,2,2,99.79
23372,204972,2019,29.8201,1,1,7,1,3,2,2,86.18
23373,204973,2019,30.4757,1,3,7,7,3,2,2,102.06
23374,204974,2019,20.2906,2,5,4,5,2,2,2,62.14
23375,204975,2019,17.2664,2,1,1,1,1,2,2,49.9
23376,204976,2019,22.494,1,1,1,7,3,3,2,61.24
23377,204978,2019,21.9815,2,6,7,1,1,2,2,71.22
23378,204979,2019,17.9233,2,8,2,5,3,2,2,54.89
23379,204980,2019,14.843,1,5,3,5,3,2,2,50.8
23380,204982,2019,31.8072,2,8,3,7,4,1,2,108.86
23381,204983,2019,23.4923,2,3,1,1,3,3,2,70.31
23382,204985,2019,18.9507,1,6,4,4,1,3,2,50.35
23383,204986,2019,20.9408,1,7,1,7,2,1,2,71.67
23384,204987,2019,25.7701,2,2,1,5,3,1,2,81.65
23385,204989,2019,21.825,1,8,7,7,2,4,2,65.32
23386,204990,2019,24.2191,1,6,2,5,2,1,2,78.47
23387,204991,2019,18.0702,2,4,1,6,3,4,2,55.34
23388,204992,2019,33.7439,1,8,2,2,1,1,2,97.52
23389,204993,2019,20.0893,2,2,7,7,1,2,2,56.7
23390,204994,2019,21.8072,1,4,3,6,2,1,2,73.03
23391,204996,2019,23.1015,2,6,4,4,7,2,2,81.65
23392,204997,2019,22.9804,2,8,4,4,1,2,2,64.86
23393,204998,2019,23.9467,2,2,1,2,1,2,2,71.67
23394,204999,2019,23.3796,2,8,7,7,3,2,2,75.75
23395,205000,2019,21.6978,1,1,2,2,1,4,2,61.24
23396,205001,2019,25.3823,1,8,2,2,1,1,2,91.63
23397,205002,2019,30.5343,1,1,3,1,1,4,2,86.18
23398,205003,2019,19.6996,2,4,4,6,3,1,2,60.33
23399,205004,2019,19.8931,1,8,4,4,2,1,2,70.31
23400,205006,2019,19.5527,2,8,2,4,3,1,2,59.88
23401,205007,2019,22.3476,1,5,4,7,2,4,2,74.84
23402,205008,2019,18.1598,2,1,1,7,2,1,2,49.44
23403,205010,2019,29.6229,1,8,4,3,3,1,2,90.72
23404,205011,2019,21.4746,1,4,1,3,2,1,2,68.04
23405,205012,2019,16.4626,2,8,1,3,1,4,2,52.16
23406,205013,2019,23.8581,2,1,3,2,4,3,2,68.95
23407,205014,2019,24.3372,2,6,1,6,1,4,2,77.11
23408,205015,2019,19.6194,1,4,4,4,2,1,2,56.7
23409,205016,2019,27.2812,1,8,1,5,3,1,2,81.65
23410,205017,2019,25.0058,1,8,3,2,2,1,2,74.84
23411,205018,2019,33.429,2,1,2,7,5,1,2,94.35
23412,205020,2019,19.6319,2,4,4,5,7,4,2,52.16
23413,205027,2019,17.0318,1,2,1,2,1,4,2,52.16
23414,205028,2019,21.9815,1,1,1,1,1,1,2,71.22
23415,205029,2019,23.5433,1,6,2,7,2,1,2,68.04
23416,205030,2019,18.8339,2,1,1,1,1,4,2,54.43
23417,205032,2019,26.79,2,4,1,7,1,4,2,99.79
23418,205033,2019,21.1903,2,4,1,2,2,3,2,61.24
23419,205037,2019,17.6389,2,8,3,4,2,1,2,57.15
23420,205038,2019,17.5,2,5,4,4,1,1,2,56.7
23421,205039,2019,19.668,1,6,5,3,3,3,2,50.35
23422,205040,2019,17.3576,2,5,7,7,2,4,2,48.99
23423,205041,2019,18.7813,2,1,1,7,1,1,2,49.9
23424,205042,2019,18.5143,2,8,4,1,2,1,2,56.7
23425,205043,2019,17.68,2,8,5,6,1,2,2,49.9
23426,205045,2019,23.6996,1,5,2,4,1,1,2,72.58
23427,205046,2019,20.3289,2,8,1,6,2,2,2,64.41
23428,205047,2019,20.6161,1,3,1,2,2,1,2,65.32
23429,205049,2019,25.0058,1,8,4,1,2,1,2,74.84
23430,205050,2019,25.9012,1,8,1,7,2,1,2,83.92
23431,205051,2019,29.9579,1,1,1,7,2,4,2,111.59
23432,205052,2019,28.4938,2,4,1,6,2,1,2,97.52
23433,205053,2019,34.4048,2,1,1,7,2,1,2,102.97
23434,205054,2019,22.7578,1,5,3,5,1,1,2,65.77
23435,205055,2019,21.2169,1,7,1,5,1,1,2,63.5
23436,205057,2019,20.8264,1,5,5,6,2,1,2,56.7
23437,205059,2019,17.7188,1,1,3,7,3,1,2,45.36
23438,205061,2019,25.2006,2,5,1,4,2,2,2,81.65
23439,205062,2019,19.5988,1,4,1,5,2,3,2,63.5
23440,205063,2019,22.5303,2,6,1,5,3,2,2,77.11
23441,205064,2019,28.7948,1,5,4,5,3,1,2,86.18
23442,205065,2019,21.7006,2,3,1,7,1,1,2,70.31
23443,205066,2019,24.3811,1,1,2,7,3,1,2,81.65
23444,205067,2019,28.5675,1,8,2,4,3,1,2,82.56
23445,205068,2019,26.0684,2,1,5,7,2,2,2,78.02
23446,205069,2019,24.6244,2,8,1,2,1,1,2,78.02
23447,205070,2019,24.589,2,2,1,4,4,4,2,69.4
23448,205073,2019,35.2931,2,4,5,3,2,3,2,124.74
23449,205074,2019,20.2778,1,8,6,7,3,2,2,71.67
23450,205075,2019,36.1607,1,3,7,7,2,4,2,102.06
23451,205076,2019,26.6731,2,8,2,1,3,1,2,79.83
23452,205077,2019,25.3409,2,4,5,7,3,1,2,80.29
23453,205078,2019,13.3297,2,4,1,3,1,1,2,36.29
23454,205079,2019,23.6996,2,7,1,1,2,2,2,72.58
23455,205080,2019,29.5291,2,1,3,7,1,1,2,106.6
23456,205081,2019,22.2794,2,8,1,4,2,2,2,66.68
23457,205082,2019,25.6914,2,5,2,2,1,4,2,65.77
23458,205084,2019,17.8955,2,8,3,2,2,1,2,56.7
23459,205085,2019,15.7493,2,3,3,1,1,4,2,49.9
23460,205086,2019,18.6119,1,2,2,1,3,1,2,58.97
23461,205088,2019,25.6566,2,5,2,5,1,1,2,69.85
23462,205089,2019,16.7498,1,8,5,3,2,1,2,53.07
23463,205090,2019,19.5988,1,3,3,1,5,1,2,63.5
23464,205091,2019,20.7191,1,8,2,4,3,1,2,67.13
23465,205092,2019,20.3289,2,1,1,7,1,2,2,64.41
23466,205093,2019,24.1071,1,1,3,2,1,4,2,68.04
23467,205095,2019,23.7033,2,4,3,7,2,1,2,79.38
23468,205096,2019,25.1602,1,2,3,3,1,3,2,64.41
23469,205097,2019,29.4759,1,8,7,7,2,2,2,90.27
23470,205098,2019,17.8955,1,6,6,7,1,2,2,56.7
23471,205099,2019,20.0893,2,8,2,2,1,2,2,56.7
23472,205100,2019,21.825,1,6,5,7,2,2,2,65.32
23473,205101,2019,19.285,1,4,2,4,2,3,2,54.43
23474,205102,2019,19.5988,2,6,4,4,1,1,2,63.5
23475,205103,2019,19.8802,1,5,2,4,1,1,2,68.04
23476,205104,2019,17.5,1,5,2,4,3,1,2,56.7
23477,205105,2019,24.8047,2,3,4,3,1,3,2,63.5
23478,205106,2019,32.9471,2,1,1,1,1,4,2,92.99
23479,205107,2019,33.2907,2,1,4,5,3,3,2,88.45
23480,205110,2019,21.4759,1,3,7,7,1,1,2,65.77
23481,205112,2019,20.4618,2,8,2,2,2,1,2,61.24
23482,205113,2019,21.346,1,8,2,5,3,1,2,61.69
23483,205114,2019,17.182,1,2,4,6,1,1,2,52.62
23484,205115,2019,21.6978,2,5,7,5,2,2,2,61.24
23485,205116,2019,20.4569,1,5,2,1,3,2,2,76.2
23486,205117,2019,28.8816,2,1,1,1,1,2,2,88.45
23487,205118,2019,21.9723,1,8,1,4,3,1,2,63.5
23488,205119,2019,28.4452,1,1,1,4,4,3,2,95.26
23489,205120,2019,27.7356,2,3,4,7,3,2,2,83.01
23490,205121,2019,19.5988,2,8,1,5,2,1,2,63.5
23491,205122,2019,26.9965,2,8,5,6,2,3,2,78.02
23492,205124,2019,22.1598,2,6,5,7,2,2,2,60.33
23493,205125,2019,16.2309,2,5,6,1,1,2,2,45.81
23494,205126,2019,18.6055,1,4,4,7,1,2,2,47.63
23495,205127,2019,18.1864,1,2,1,5,1,1,2,54.43
23496,205128,2019,22.4986,2,4,2,7,3,1,2,63.5
23497,205129,2019,23.4316,2,3,3,2,1,1,2,78.47
23498,205130,2019,17.1272,1,7,2,3,2,1,2,51.26
23499,205132,2019,29.4012,2,8,2,2,2,3,2,95.26
23500,205133,2019,16.9266,1,1,2,1,4,3,2,63.05
23501,205134,2019,18.5143,1,8,2,6,3,1,2,56.7
23502,205135,2019,18.6408,2,8,6,7,3,1,2,55.79
23503,205136,2019,21.2169,1,6,2,5,1,1,2,63.5
23504,205137,2019,21.9723,1,7,5,6,1,1,2,63.5
23505,205138,2019,27.1998,1,6,1,5,2,1,2,86.18
23506,205140,2019,23.7438,1,1,3,1,1,1,2,83.92
23507,205142,2019,24.5134,2,8,7,7,3,1,2,86.64
23508,205143,2019,35.5461,2,3,2,7,7,1,2,108.86
23509,205144,2019,19.9343,1,7,5,1,7,1,2,57.61
23510,205145,2019,16.2184,1,6,1,6,1,1,2,48.54
23511,205146,2019,22.9584,2,2,1,5,2,1,2,70.31
23512,205148,2019,22.7578,2,8,5,6,1,1,2,65.77
23513,205149,2019,22.7578,1,7,5,1,7,3,2,65.77
23514,205150,2019,21.5595,1,6,3,2,2,4,2,76.2
23515,205151,2019,20.4618,2,8,3,2,1,1,2,61.24
23516,205152,2019,20.4048,2,8,3,4,2,1,2,58.97
23517,205153,2019,26.5164,2,7,1,7,1,2,2,74.84
23518,205154,2019,23.6996,2,8,3,4,1,3,2,72.58
23519,205155,2019,28.3232,2,8,4,2,2,3,2,77.11
23520,205157,2019,23.3029,2,8,4,4,2,3,2,65.77
23521,205158,2019,19.321,2,8,5,5,1,1,2,62.6
23522,205159,2019,18.9448,1,8,4,2,2,1,2,56.7
23523,205160,2019,17.037,2,4,5,5,1,1,2,53.98
23524,205161,2019,20.3171,2,8,4,6,3,1,2,68.04
23525,205162,2019,21.1903,1,1,5,6,1,3,2,61.24
23526,205163,2019,19.1488,2,8,5,5,2,1,2,55.34
23527,205164,2019,20.4863,1,4,2,5,3,1,2,54.43
23528,205165,2019,23.7033,1,4,5,4,2,2,2,79.38
23529,205166,2019,17.8955,2,7,5,5,1,1,2,56.7
23530,205167,2019,20.7197,1,8,4,7,2,1,2,59.88
23531,205168,2019,17.9945,2,6,3,4,1,1,2,48.99
23532,205169,2019,24.7993,2,8,3,3,1,2,2,71.67
23533,205170,2019,19.285,2,3,5,4,1,1,2,54.43
23534,205175,2019,22.6202,1,1,4,7,2,1,2,71.67
23535,205176,2019,22.0458,1,6,2,5,1,1,2,69.85
23536,205177,2019,37.7994,2,2,2,7,1,2,2,122.47
23537,205178,2019,24.4376,1,4,4,3,1,1,2,74.84
23538,205179,2019,18.6119,2,8,3,2,1,1,2,58.97
23539,205180,2019,17.6088,2,2,2,2,1,1,2,58.97
23540,205181,2019,29.8203,2,6,2,4,2,4,2,102.06
23541,205182,2019,22.1204,2,5,5,4,1,1,2,71.67
23542,205183,2019,22.7338,2,6,4,6,2,1,2,68.04
23543,205184,2019,24.5514,2,6,4,5,1,1,2,73.48
23544,205185,2019,20.0117,1,6,4,1,3,1,2,68.49
23545,205186,2019,21.6978,2,7,3,4,3,1,2,61.24
23546,205187,2019,20.1053,1,8,1,3,1,1,2,72.58
23547,205188,2019,20.8936,1,5,3,2,2,1,2,58.97
23548,205189,2019,26.6384,1,8,1,7,2,1,2,91.17
23549,205192,2019,31.7551,1,4,3,5,7,1,2,84.37
23550,205194,2019,22.2133,2,6,2,2,2,2,2,74.39
23551,205196,2019,20.5711,2,8,4,4,2,1,2,58.06
23552,205197,2019,18.3633,1,1,2,3,3,3,2,53.07
23553,205198,2019,22.2171,1,8,7,5,7,2,2,68.04
23554,205199,2019,25.0255,1,3,1,2,2,1,2,88.45
23555,205200,2019,21.4746,2,6,4,7,1,1,2,68.04
23556,205201,2019,20.4863,1,1,1,1,2,4,2,54.43
23557,205203,2019,22.4298,2,4,5,3,3,2,2,67.13
23558,205205,2019,21.3407,2,3,2,4,4,3,2,56.7
23559,205206,2019,18.1864,1,1,1,7,1,1,2,54.43
23560,205207,2019,25.1142,1,8,2,5,1,3,2,72.58
23561,205208,2019,19.1367,2,5,1,1,2,2,2,47.17
23562,205209,2019,23.6426,2,6,1,5,2,4,2,70.76
23563,205210,2019,24.05,2,3,1,4,1,3,2,76.2
23564,205211,2019,38.3214,2,5,2,4,1,1,2,104.33
23565,205212,2019,18.7945,2,5,3,5,1,4,2,56.25
23566,205213,2019,26.1976,2,4,2,4,1,4,2,73.94
23567,205214,2019,18.6055,1,2,1,7,2,2,2,47.63
23568,205215,2019,33.3223,2,6,1,4,1,3,2,90.72
23569,205217,2019,22.2872,2,1,3,2,1,4,2,64.41
23570,205218,2019,16.1187,2,1,1,5,2,1,2,53.98
23571,205219,2019,20.4863,2,1,3,5,2,4,2,54.43
23572,205221,2019,19.3284,2,4,5,1,1,4,2,61.24
23573,205222,2019,21.6609,2,5,1,4,1,4,2,62.6
23574,205223,2019,20.4709,2,7,2,3,2,4,2,64.86
23575,205224,2019,21.3754,1,1,1,1,1,2,2,60.33
23576,205225,2019,27.3207,1,8,4,2,2,1,2,77.11
23577,205226,2019,22.333,1,4,3,4,3,1,2,70.76
23578,205228,2019,22.4334,2,8,7,6,1,1,2,86.18
23579,205230,2019,23.2972,1,6,1,4,2,1,2,78.02
23580,205231,2019,19.6393,1,2,1,5,1,1,2,65.77
23581,205232,2019,20.7191,2,8,5,3,1,1,2,67.13
23582,205233,2019,16.8757,1,8,3,3,1,2,2,47.63
23583,205237,2019,21.9753,1,6,2,7,2,1,2,65.77
23584,205240,2019,21.0318,1,8,2,5,3,1,2,64.41
23585,205241,2019,22.4782,2,8,6,7,3,2,2,71.22
23586,205242,2019,20.1868,2,8,2,7,1,1,2,63.96
23587,205245,2019,21.9753,2,5,6,7,1,2,2,65.77
23588,205248,2019,18.8283,2,8,5,5,1,1,2,51.26
23589,205250,2019,30.7839,2,1,7,5,1,2,2,111.13
23590,205252,2019,24.9116,2,3,2,7,2,1,2,78.93
23591,205256,2019,17.2664,2,8,1,4,2,1,2,49.9
23592,205269,2019,17.8823,2,5,1,2,1,4,2,53.52
23593,205276,2019,19.7751,1,3,7,7,2,2,2,57.15
23594,205277,2019,28.125,2,8,1,1,4,1,2,79.38
23595,205282,2019,24.4844,1,4,2,5,2,1,2,70.76
23596,205283,2019,27.4648,2,1,1,6,4,1,2,70.31
23597,205290,2019,22.8842,2,1,1,3,3,1,2,68.49
23598,205295,2019,20.0417,2,4,4,2,1,2,2,63.5
23599,205300,2019,26.4599,2,5,6,6,1,2,2,85.73
23600,205301,2019,23.4024,1,8,1,5,2,2,2,71.67
23601,205302,2019,23.8581,1,6,4,5,1,1,2,68.95
23602,205304,2019,29.8573,2,1,1,7,3,1,2,89.36
23603,205305,2019,17.9269,1,1,2,3,4,4,2,47.63
23604,205306,2019,21.793,2,5,6,5,5,1,2,55.79
23605,205307,2019,27.4024,1,8,2,1,1,1,2,83.92
23606,205308,2019,24.4844,1,1,7,7,4,2,2,70.76
23607,205309,2019,23.3796,2,6,4,6,3,3,2,75.75
23608,205310,2019,23.5433,1,6,1,5,3,3,2,68.04
23609,205311,2019,21.4759,1,7,2,5,1,1,2,65.77
23610,205313,2019,21.6978,1,5,2,7,2,2,2,61.24
23611,205315,2019,17.5816,2,6,7,7,7,2,2,52.62
23612,205316,2019,21.5017,1,3,2,4,1,3,2,62.14
23613,205317,2019,28.68,2,7,3,3,2,1,2,76.2
23614,205318,2019,19.1488,1,8,4,3,1,3,2,55.34
23615,205320,2019,20.4091,1,5,5,1,2,1,2,69.85
23616,205321,2019,18.6119,2,3,1,4,1,1,2,58.97
23617,205322,2019,24.3287,2,8,4,5,3,2,2,70.31
23618,205323,2019,19.2169,1,4,1,4,4,4,2,65.77
23619,205324,2019,19.6194,2,5,3,4,1,1,2,56.7
23620,205326,2019,19.7751,2,8,1,6,1,4,2,57.15
23621,205328,2019,20.5878,2,2,7,2,1,4,2,63.05
23622,205329,2019,17.68,1,6,2,2,5,3,2,49.9
23623,205330,2019,19.1053,2,5,4,4,1,1,2,58.51
23624,205332,2019,18.9609,1,3,1,4,3,4,2,48.54
23625,205333,2019,31.979,1,4,1,7,2,3,2,95.71
23626,205334,2019,15.9967,2,3,1,7,1,1,2,48.99
23627,205336,2019,34.0086,2,3,2,1,3,3,2,120.2
23628,205337,2019,20.4618,2,8,2,2,1,1,2,61.24
23629,205338,2019,20.4048,2,8,1,1,1,1,2,58.97
23630,205339,2019,25.7617,1,7,5,4,1,1,2,63.5
23631,205340,2019,18.2006,2,1,4,5,3,2,2,58.97
23632,205341,2019,17.0318,2,5,1,3,1,1,2,52.16
23633,205342,2019,25.0537,2,1,7,5,1,2,2,79.38
23634,205343,2019,20.0417,2,5,4,5,2,1,2,63.5
23635,205344,2019,20.0893,2,8,5,2,2,1,2,56.7
23636,205345,2019,21.8671,1,8,2,2,2,1,2,74.84
23637,205346,2019,20.0117,2,4,1,2,1,1,2,68.49
23638,205347,2019,25.8962,1,8,1,7,1,1,2,74.84
23639,205348,2019,20.8936,1,8,6,2,4,1,2,58.97
23640,205349,2019,17.0351,2,2,3,5,2,3,2,48.08
23641,205350,2019,21.4759,2,8,1,5,2,1,2,65.77
23642,205352,2019,21.1607,2,8,7,6,7,2,2,57.61
23643,205354,2019,22.2593,1,8,1,5,2,1,2,72.12
23644,205355,2019,20.09,2,7,1,3,1,1,2,58.06
23645,205356,2019,22.9599,2,6,3,4,1,1,2,74.39
23646,205357,2019,27.8237,2,4,7,7,1,4,2,75.75
23647,205358,2019,21.4759,2,8,1,7,2,2,2,65.77
23648,205359,2019,20.2442,1,6,2,7,2,1,2,49.9
23649,205360,2019,17.6389,2,8,2,3,2,2,2,57.15
23650,205361,2019,18.5537,2,1,3,7,1,1,2,63.5
23651,205362,2019,18.7813,2,1,1,1,2,1,2,49.9
23652,205363,2019,24.3832,1,8,1,7,3,2,2,86.18
23653,205364,2019,27.7356,1,8,2,7,1,1,2,83.01
23654,205366,2019,21,1,3,1,5,1,4,2,68.04
23655,205367,2019,21.0311,1,4,7,4,4,2,2,60.78
23656,205368,2019,20.0893,1,3,7,7,3,1,2,56.7
23657,205369,2019,27.7701,1,8,2,1,7,1,2,100.25
23658,205370,2019,21.2169,1,6,4,2,2,1,2,63.5
23659,205371,2019,22.4012,1,8,4,5,1,1,2,72.58
23660,205372,2019,20.0074,2,6,3,7,1,1,2,59.88
23661,205373,2019,17.8934,2,3,4,3,1,1,2,61.24
23662,205374,2019,16.2939,1,8,1,7,2,3,2,49.9
23663,205375,2019,21.216,2,6,4,3,1,1,2,59.88
23664,205376,2019,19.9343,2,1,4,4,1,2,2,57.61
23665,205377,2019,18.6593,1,6,1,3,4,2,2,50.8
23666,205379,2019,19.2555,2,6,1,4,1,1,2,58.97
23667,205380,2019,20.6161,1,7,3,3,2,1,2,65.32
23668,205381,2019,33.1337,1,4,3,4,1,1,2,113.4
23669,205382,2019,18.8196,1,3,1,7,3,1,2,64.41
23670,205383,2019,16.4354,1,3,1,3,2,1,2,56.25
23671,205384,2019,28.4669,2,4,4,4,1,1,2,65.77
23672,205385,2019,30.2039,2,5,2,4,3,1,2,101.15
23673,205386,2019,19.4922,1,1,4,4,3,4,2,49.9
23674,205388,2019,20.0893,2,5,2,7,5,1,2,56.7
23675,205390,2019,24.1437,1,6,5,5,3,1,2,73.94
23676,205391,2019,21.4759,2,8,3,4,1,1,2,65.77
23677,205392,2019,25.0537,2,1,4,7,3,2,2,79.38
23678,205393,2019,15.7849,2,5,4,7,1,1,2,55.79
23679,205394,2019,27.0578,1,6,5,6,3,1,2,85.73
23680,205395,2019,16.6078,2,1,5,6,3,1,2,52.62
23681,205399,2019,18.9448,1,7,1,5,4,1,2,56.7
23682,205401,2019,19.9298,2,3,3,5,3,1,2,56.25
23683,205402,2019,22.7578,2,8,1,7,1,4,2,65.77
23684,205403,2019,17.3242,2,7,1,6,1,1,2,54.89
23685,205404,2019,18.5143,1,7,1,2,3,3,2,56.7
23686,205405,2019,20.0417,2,4,3,4,2,1,2,63.5
23687,205406,2019,22.191,2,8,1,1,1,1,2,70.31
23688,205407,2019,26.9983,2,5,1,1,2,1,2,76.2
23689,205408,2019,21.5586,2,6,4,5,3,3,2,69.85
23690,205409,2019,25.7701,2,8,1,5,2,1,2,81.65
23691,205412,2019,19.4704,2,1,1,7,1,1,2,61.69
23692,205413,2019,28.9293,2,4,2,7,1,1,2,81.65
23693,205414,2019,16.8757,2,5,4,2,1,1,2,47.63
23694,205415,2019,23.1015,2,8,1,1,1,1,2,81.65
23695,205416,2019,20.3171,2,8,1,4,2,1,2,68.04
23696,205417,2019,22.4298,1,8,1,2,2,1,2,67.13
23697,205418,2019,31.8287,1,1,1,1,7,3,2,95.26
23698,205419,2019,27.3176,2,6,4,4,2,3,2,72.58
23699,205420,2019,33.3422,2,5,2,2,3,3,2,99.79
23700,205421,2019,32.2006,1,5,1,7,3,3,2,104.33
23701,205422,2019,18.3287,2,4,4,3,3,1,2,49.9
23702,205423,2019,26.5988,1,2,2,7,1,1,2,86.18
23703,205424,2019,19.9927,2,7,1,4,1,1,2,54.43
23704,205427,2019,17.3407,1,8,5,6,2,4,2,62.6
23705,205428,2019,21.3706,1,7,4,2,3,4,2,63.96
23706,205429,2019,16.7498,2,8,3,5,3,1,2,53.07
23707,205431,2019,20.2906,2,1,1,7,3,1,2,62.14
23708,205432,2019,23.4658,1,8,4,3,2,4,2,66.23
23709,205433,2019,22.5401,2,8,2,2,1,1,2,73.03
23710,205434,2019,21.0318,1,5,3,6,1,2,2,64.41
23711,205435,2019,20.7197,2,7,4,2,2,3,2,59.88
23712,205437,2019,35.1828,1,6,2,4,1,1,2,127.01
23713,205439,2019,20.5878,2,7,6,1,3,1,2,63.05
23714,205441,2019,22.4986,2,1,3,5,1,1,2,63.5
23715,205442,2019,26.2411,1,1,2,1,2,1,2,89.81
23716,205445,2019,19.8931,2,5,5,5,2,1,2,70.31
23717,205446,2019,22.5834,2,1,1,1,2,2,2,67.59
23718,205447,2019,23.4923,1,8,4,4,1,4,2,70.31
23719,205448,2019,20.1053,1,1,2,5,3,1,2,72.58
23720,205449,2019,22.4298,2,6,3,5,1,1,2,67.13
23721,205451,2019,20.5802,2,7,3,6,2,1,2,66.68
23722,205452,2019,22.2171,1,8,1,2,3,1,2,68.04
23723,205453,2019,19.6143,2,7,5,3,1,1,2,67.13
